id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude
1742,New York,2021-06-24,10:25,Medium,Clear,Dry,4,40.5098,-91.2976
1743,Philadelphia,2021-12-05,16:27,Medium,Rain,Icy,5,46.6952,-87.1456
1744,Los Angeles,2023-09-05,17:03,Medium,Clear,Dry,1,43.1727,-99.9768
1745,Columbus,2022-12-28,12:31,Medium,Clear,Dry,5,37.8383,-104.668
1746,Charlotte,2023-02-12,11:49,Medium,Snow,Wet,4,29.1797,-88.7201
1747,Jacksonville,2023-05-14,17:18,Low,Rain,Wet,5,34.8741,-108.1865
1748,Houston,2023-11-14,10:04,Low,Clear,Dry,2,47.5682,-103.5103
1749,Los Angeles,2022-05-13,19:26,Medium,Clear,Under Construction,2,31.1161,-101.1932
1750,Columbus,2023-10-25,08:02,Low,Clear,Dry,5,35.239,-92.061
1751,New York,2023-05-21,02:53,Low,Clear,Icy,5,45.6094,-70.3005
1752,Indianapolis,2022-05-24,11:48,Medium,Clear,Icy,2,41.4389,-116.3861
1753,Columbus,2022-03-13,13:26,Low,Windy,Dry,3,32.388,-95.4257
1754,Dallas,2023-04-01,11:53,High,Clear,Under Construction,3,36.3986,-108.3665
1755,New York,2021-07-19,12:41,Low,Clear,Dry,5,34.577,-78.0533
1756,Columbus,2023-08-21,18:30,High,Clear,Wet,3,38.6746,-92.1918
1757,Dallas,2021-03-27,15:58,High,Rain,Wet,1,31.2445,-98.9717
1758,San Jose,2023-04-28,14:06,High,Rain,Slippery,4,46.7853,-93.6124
1759,Houston,2022-05-25,17:37,Medium,Clear,Slippery,4,38.0461,-86.1882
1760,Los Angeles,2021-07-04,11:37,Low,Rain,Dry,5,28.0997,-90.8464
1761,San Jose,2022-01-05,05:43,High,Clear,Slippery,1,33.079,-118.34
1762,New York,2021-06-10,12:46,High,Rain,Icy,4,29.7643,-105.6518
1763,New York,2023-04-22,22:41,Medium,Clear,Dry,1,33.7166,-121.6007
1764,Philadelphia,2021-02-20,16:41,High,Clear,Under Construction,3,29.1153,-106.7475
1765,Jacksonville,2023-02-10,23:43,Medium,Fog,Wet,4,34.9208,-100.6561
1766,Los Angeles,2022-11-01,19:16,High,Cloudy,Dry,3,36.2707,-98.959
1767,Indianapolis,2021-03-01,15:50,Medium,Hail,Dry,5,43.5211,-120.4977
1768,Chicago,2021-09-25,09:50,Medium,Snow,Icy,2,42.7198,-104.5016
1769,San Diego,2022-08-16,04:25,Medium,Clear,Slippery,1,40.9802,-86.8861
1770,Los Angeles,2021-11-25,20:07,Low,Hail,Icy,4,47.1797,-97.125
1771,San Jose,2023-08-29,10:08,Medium,Clear,Dry,2,31.4614,-70.8583
1772,Phoenix,2021-07-09,11:54,High,Rain,Wet,4,47.8476,-121.6818
1773,Phoenix,2021-01-31,06:37,Low,Fog,Under Construction,2,29.5053,-117.8851
1774,Columbus,2023-01-04,12:50,High,Clear,Dry,4,43.2282,-77.6574
1775,New York,2023-05-21,06:46,Low,Clear,Dry,4,32.8695,-99.6356
1776,New York,2023-03-02,20:34,Medium,Hail,Wet,3,47.6182,-72.7046
1777,San Diego,2021-12-25,10:07,Medium,Clear,Dry,3,33.3267,-82.8741
1778,Charlotte,2022-07-04,04:43,Low,Rain,Dry,4,32.7864,-114.4266
1779,New York,2022-02-08,19:04,High,Clear,Wet,4,31.5657,-94.0621
1780,Dallas,2023-10-04,17:39,High,Rain,Slippery,4,42.5756,-109.3694
1781,Dallas,2022-08-25,17:43,Medium,Clear,Slippery,5,37.3946,-86.3757
1782,Dallas,2021-05-30,20:22,Medium,Clear,Icy,5,43.0329,-71.9596
1783,San Diego,2021-03-27,09:45,Low,Rain,Icy,2,32.475,-93.6434
1784,Los Angeles,2021-10-24,09:57,High,Cloudy,Dry,1,36.8382,-84.8119
1785,Los Angeles,2023-03-23,12:32,High,Snow,Dry,2,31.4136,-108.7715
1786,New York,2023-01-07,09:27,Medium,Snow,Slippery,1,35.9276,-89.7839
1787,New York,2023-07-12,17:35,Medium,Rain,Slippery,3,30.5412,-91.0207
1788,Phoenix,2021-10-29,14:32,Low,Rain,Dry,5,38.0617,-99.8696
1789,Columbus,2023-12-17,14:09,Medium,Rain,Dry,3,36.0685,-85.44
1790,Houston,2023-09-09,06:53,Low,Clear,Dry,1,44.8225,-70.7022
1791,Los Angeles,2023-02-20,18:11,High,Snow,Wet,5,35.3392,-94.8839
1792,Los Angeles,2022-05-03,15:06,Low,Rain,Wet,1,34.0136,-79.5206
1793,Jacksonville,2022-03-07,23:33,High,Fog,Wet,2,28.859,-115.7014
1794,Los Angeles,2021-08-28,01:14,Low,Clear,Wet,4,34.9813,-116.0401
1795,San Antonio,2021-03-03,14:40,High,Cloudy,Wet,4,27.7992,-93.5175
1796,Austin,2022-08-29,08:24,Low,Cloudy,Dry,5,31.6553,-105.3951
1797,San Antonio,2022-05-15,16:05,Medium,Fog,Dry,5,39.7548,-111.8607
1798,Chicago,2022-09-26,12:37,Medium,Clear,Dry,1,35.512,-82.917
1799,Austin,2022-01-09,00:52,High,Hail,Wet,4,44.1841,-104.7668
1800,San Diego,2021-04-05,12:57,Medium,Clear,Dry,4,46.0712,-106.4473
1801,Jacksonville,2021-06-27,18:45,High,Clear,Dry,4,37.458,-116.7703
1802,New York,2022-07-05,18:30,Medium,Clear,Wet,2,34.8876,-93.4918
1803,Philadelphia,2022-08-26,15:24,Medium,Rain,Dry,5,35.5596,-121.1978
1804,Philadelphia,2022-04-25,14:35,High,Rain,Dry,4,42.9766,-118.2223
1805,Houston,2021-03-04,11:37,Low,Snow,Wet,4,25.5376,-91.0755
1806,New York,2021-09-17,02:05,High,Fog,Dry,5,38.2782,-78.7861
1807,Indianapolis,2022-01-18,11:19,Medium,Clear,Slippery,5,33.4765,-114.7616
1808,Chicago,2021-05-30,19:23,Low,Hail,Dry,4,31.6881,-117.309
1809,San Antonio,2021-10-10,13:24,Medium,Clear,Wet,5,28.327,-117.2211
1810,Los Angeles,2023-04-05,21:27,Low,Rain,Dry,5,38.5156,-98.6375
1811,Los Angeles,2022-06-26,18:23,Low,Snow,Dry,3,33.5755,-78.6612
1812,Phoenix,2021-04-03,10:49,Low,Rain,Dry,3,36.4297,-121.9968
1813,New York,2021-02-06,21:03,Low,Cloudy,Slippery,4,31.3275,-119.2523
1814,Los Angeles,2021-12-18,08:08,High,Windy,Wet,5,39.0536,-75.8539
1815,Phoenix,2022-07-28,00:05,Medium,Cloudy,Wet,2,40.8435,-84.712
1816,New York,2022-05-08,06:26,High,Rain,Slippery,3,25.1437,-118.5726
1817,Dallas,2022-12-21,21:41,High,Clear,Wet,1,39.0396,-78.1203
1818,New York,2021-08-12,23:42,Low,Clear,Slippery,3,30.2305,-79.5191
1819,New York,2023-06-22,04:36,Low,Rain,Icy,5,32.2199,-121.2353
1820,Austin,2023-09-18,09:44,Medium,Snow,Wet,3,37.9208,-104.9841
1821,New York,2022-08-24,08:41,Medium,Rain,Wet,5,29.9068,-77.4119
1822,Los Angeles,2022-12-07,07:16,Medium,Clear,Icy,1,47.0647,-80.7624
1823,Los Angeles,2023-11-21,21:30,Low,Rain,Dry,1,25.817,-104.7209
1824,San Diego,2021-11-11,11:35,Medium,Rain,Dry,3,29.9067,-76.1543
1825,San Jose,2023-01-08,12:33,High,Clear,Slippery,4,37.1886,-100.9072
1826,New York,2022-07-14,23:27,Medium,Clear,Wet,3,45.4929,-73.5907
1827,Indianapolis,2023-10-28,08:19,Low,Clear,Slippery,3,34.3355,-114.8292
1828,Houston,2021-04-08,11:03,Medium,Clear,Dry,3,35.3267,-104.5507
1829,Los Angeles,2021-06-13,11:25,Medium,Fog,Dry,1,37.4394,-104.6681
1830,San Antonio,2022-10-27,06:31,Low,Clear,Under Construction,1,45.4581,-116.814
1831,San Jose,2021-06-20,23:29,High,Clear,Under Construction,1,28.2735,-80.1171
1832,Dallas,2023-07-01,17:03,Low,Rain,Dry,5,33.5318,-109.842
1833,Dallas,2022-07-03,17:05,High,Cloudy,Wet,2,35.068,-105.6852
1834,New York,2023-01-02,20:03,High,Fog,Wet,1,26.8156,-116.2283
1835,Los Angeles,2022-03-16,20:59,High,Hail,Wet,5,30.9715,-89.0467
1836,New York,2022-11-27,02:18,High,Clear,Dry,2,44.4241,-97.8878
1837,Dallas,2021-04-12,21:45,Medium,Rain,Slippery,1,26.1073,-70.9065
1838,Los Angeles,2022-08-13,22:39,Low,Fog,Dry,5,27.7259,-107.5734
1839,Los Angeles,2021-09-16,21:56,Low,Rain,Under Construction,3,26.4814,-93.7764
1840,Chicago,2021-07-12,22:41,Medium,Cloudy,Under Construction,3,32.9605,-82.9978
1841,New York,2023-02-05,17:21,Low,Clear,Dry,4,38.0961,-91.9643
1842,Charlotte,2021-02-09,12:27,High,Rain,Dry,4,41.494,-97.17
1843,Los Angeles,2021-04-01,18:57,Medium,Clear,Wet,2,40.2309,-92.3456
1844,Indianapolis,2022-08-15,10:44,Low,Clear,Dry,4,35.545,-82.5443
1845,Los Angeles,2021-11-18,11:00,Medium,Snow,Dry,2,47.6635,-105.7186
1846,Los Angeles,2021-09-24,20:11,Medium,Clear,Wet,2,40.2143,-92.2205
1847,Chicago,2021-11-03,08:14,High,Clear,Wet,1,38.1403,-88.5561
1848,Chicago,2023-05-14,19:02,Low,Fog,Wet,4,36.74,-109.3653
1849,New York,2021-11-07,20:07,Low,Clear,Dry,1,31.4766,-86.7264
1850,Indianapolis,2023-07-24,11:56,Medium,Windy,Dry,5,44.7962,-117.4382
1851,New York,2023-05-18,10:25,High,Clear,Wet,2,43.3388,-75.9933
1852,Phoenix,2021-10-17,13:22,Low,Rain,Dry,1,40.9828,-115.4437
1853,Chicago,2023-07-01,06:51,Low,Fog,Wet,2,29.348,-85.578
1854,San Antonio,2021-12-11,06:50,Medium,Clear,Slippery,5,43.0706,-94.8428
1855,Chicago,2023-09-29,18:43,Low,Clear,Dry,4,29.863,-102.6857
1856,Chicago,2021-06-17,18:56,Medium,Rain,Dry,1,33.7796,-95.1283
1857,Chicago,2021-04-14,18:49,Low,Rain,Icy,5,44.7358,-118.5072
1858,Phoenix,2023-02-08,16:09,Medium,Cloudy,Icy,3,32.6291,-76.1325
1859,New York,2021-04-20,17:32,Medium,Rain,Dry,2,37.6776,-90.0178
1860,Indianapolis,2021-09-19,16:53,Low,Cloudy,Dry,1,31.3808,-96.6617
1861,New York,2022-07-25,17:46,Medium,Rain,Dry,4,47.4006,-72.259
1862,New York,2022-02-06,17:43,Medium,Clear,Dry,2,47.5095,-107.5961
1863,New York,2021-11-02,08:08,Medium,Clear,Slippery,1,30.6051,-84.6717
1864,New York,2021-03-26,20:48,Low,Clear,Dry,3,34.1051,-121.8499
1865,San Antonio,2021-04-28,11:50,High,Clear,Dry,4,45.7711,-117.0104
1866,Dallas,2022-04-05,07:04,Medium,Windy,Dry,1,35.8026,-102.3378
1867,San Antonio,2021-03-25,20:10,High,Clear,Slippery,1,31.0644,-78.2084
1868,Houston,2022-07-20,05:24,Low,Clear,Slippery,1,34.6554,-121.2724
1869,Columbus,2021-04-25,11:35,High,Clear,Under Construction,4,35.5916,-82.8366
1870,Houston,2021-03-25,12:44,Low,Rain,Icy,3,33.3184,-106.2338
1871,Los Angeles,2022-08-11,18:50,Medium,Clear,Dry,2,40.7517,-90.5577
1872,Houston,2022-01-22,18:36,Low,Rain,Dry,4,29.3648,-77.9815
1873,Jacksonville,2023-03-01,07:56,Low,Hail,Dry,4,40.3057,-74.179
1874,Dallas,2022-12-05,21:35,Low,Clear,Wet,5,39.6333,-72.3421
1875,Indianapolis,2023-12-30,18:38,Medium,Fog,Slippery,2,39.7078,-84.3335
1876,Dallas,2021-06-23,17:36,Low,Clear,Dry,2,45.4093,-84.5514
1877,Columbus,2022-07-31,22:11,Medium,Clear,Dry,2,30.9971,-111.48
1878,New York,2021-03-13,19:15,Medium,Clear,Wet,4,34.3304,-102.5592
1879,San Jose,2022-07-01,11:29,Low,Rain,Wet,4,32.609,-98.4164
1880,Charlotte,2022-07-04,18:57,Low,Clear,Under Construction,4,33.5265,-97.4462
1881,Dallas,2022-07-09,12:59,Medium,Clear,Icy,4,29.7983,-107.4214
1882,Chicago,2021-06-11,07:18,Medium,Cloudy,Wet,5,46.0925,-106.0698
1883,San Jose,2021-06-29,19:11,Medium,Clear,Slippery,5,33.7696,-106.2915
1884,Charlotte,2023-07-04,07:54,Low,Snow,Dry,2,33.4627,-84.695
1885,New York,2021-09-01,09:24,High,Clear,Wet,3,39.9653,-91.6569
1886,Charlotte,2022-05-23,19:10,High,Clear,Dry,3,29.9103,-79.9012
1887,San Diego,2023-07-17,15:14,Medium,Clear,Slippery,1,25.6897,-88.4279
1888,Austin,2021-09-07,13:33,High,Clear,Dry,3,41.7875,-98.775
1889,Chicago,2022-07-30,10:13,High,Clear,Slippery,4,45.4511,-95.7147
1890,Dallas,2023-08-02,09:54,High,Rain,Dry,2,39.7848,-113.4928
1891,Austin,2021-02-21,17:26,High,Snow,Dry,4,35.6444,-115.133
1892,Houston,2023-05-31,12:20,Low,Clear,Dry,1,39.8512,-119.5747
1893,Houston,2023-01-02,19:52,Medium,Clear,Slippery,3,39.9288,-87.7692
1894,Los Angeles,2021-04-04,03:58,High,Clear,Dry,3,29.2851,-97.918
1895,San Antonio,2022-02-04,07:01,Low,Rain,Icy,2,42.5505,-94.4875
1896,Columbus,2021-06-27,13:10,Low,Clear,Wet,3,41.3113,-95.0589
1897,New York,2023-03-12,07:46,Medium,Rain,Wet,4,43.0341,-104.1136
1898,Austin,2023-02-04,22:22,High,Rain,Slippery,2,28.8864,-88.7233
1899,Los Angeles,2023-06-26,08:39,Medium,Rain,Dry,3,44.6159,-86.0581
1900,New York,2022-03-31,18:14,Medium,Clear,Dry,1,35.7995,-117.2348
1901,New York,2021-04-11,15:29,Low,Rain,Icy,1,42.5833,-80.0399
1902,New York,2022-02-14,12:06,Low,Clear,Dry,5,30.112,-71.9372
1903,Phoenix,2022-01-10,17:54,Medium,Rain,Slippery,3,37.285,-108.5699
1904,Houston,2023-04-05,13:20,Low,Clear,Under Construction,2,47.5895,-70.9115
1905,Dallas,2021-10-18,22:58,Low,Clear,Wet,3,47.9342,-104.0025
1906,Indianapolis,2021-11-12,18:42,Medium,Clear,Wet,3,34.3156,-102.3946
1907,New York,2022-11-23,08:41,Low,Snow,Wet,4,44.8833,-109.2786
1908,Houston,2021-08-23,14:17,Medium,Clear,Icy,1,36.168,-105.6067
1909,Philadelphia,2022-09-17,18:41,Low,Cloudy,Dry,4,29.0138,-87.6229
1910,Houston,2023-11-08,19:42,Medium,Fog,Wet,4,26.4549,-84.0141
1911,Los Angeles,2023-09-03,04:20,Low,Clear,Wet,1,33.4706,-99.7378
1912,San Jose,2022-07-03,05:36,Medium,Clear,Dry,5,46.4669,-117.2512
1913,San Antonio,2023-02-09,16:13,Medium,Rain,Icy,1,35.9747,-121.9725
1914,Houston,2021-10-08,01:10,Low,Clear,Wet,4,27.2102,-84.0939
1915,Charlotte,2021-07-03,07:04,Medium,Fog,Dry,5,34.2813,-94.337
1916,Indianapolis,2023-07-19,12:36,Medium,Clear,Dry,4,30.3205,-80.5097
1917,Chicago,2022-01-15,07:41,Medium,Rain,Dry,5,47.1682,-94.1922
1918,Chicago,2023-09-01,17:26,High,Cloudy,Slippery,5,45.7025,-85.6893
1919,New York,2022-09-25,08:38,Medium,Clear,Dry,5,40.4586,-81.1468
1920,New York,2022-11-17,07:07,Low,Rain,Dry,1,42.8157,-96.7129
1921,Philadelphia,2023-02-14,09:18,Medium,Cloudy,Dry,1,25.0274,-100.115
1922,Philadelphia,2023-08-09,12:19,Medium,Rain,Dry,4,38.641,-73.9854
1923,Chicago,2021-07-02,12:12,Low,Rain,Dry,3,25.7596,-100.8513
1924,Phoenix,2022-12-24,10:14,Low,Fog,Under Construction,5,34.8124,-112.3035
1925,Columbus,2023-08-10,12:07,Medium,Clear,Wet,4,30.123,-111.2938
1926,New York,2023-01-30,16:46,Low,Clear,Wet,4,34.5111,-111.2688
1927,Jacksonville,2022-09-06,08:05,Medium,Cloudy,Wet,5,44.3314,-82.3006
1928,Houston,2023-03-17,11:18,Medium,Clear,Dry,3,45.1172,-73.011
1929,Dallas,2022-08-22,18:19,Medium,Fog,Dry,1,34.097,-73.7438
1930,Jacksonville,2022-05-16,18:15,High,Clear,Wet,3,30.2075,-76.1923
1931,San Jose,2023-04-20,09:33,High,Rain,Dry,2,26.0981,-104.9342
1932,Phoenix,2023-05-11,07:46,High,Windy,Wet,5,39.7785,-76.1185
1933,New York,2022-07-07,06:10,Low,Cloudy,Wet,2,26.4077,-112.9865
1934,Chicago,2023-09-08,18:30,High,Rain,Dry,4,33.5225,-97.4239
1935,New York,2021-09-28,20:08,Low,Clear,Wet,3,33.7745,-118.6674
1936,New York,2022-04-03,15:52,High,Snow,Dry,1,29.6929,-77.0837
1937,Chicago,2022-11-14,20:55,Medium,Clear,Dry,3,39.4441,-78.3417
1938,Indianapolis,2021-01-05,15:27,Low,Rain,Dry,1,31.0051,-103.2542
1939,Chicago,2022-09-04,08:44,Low,Clear,Dry,5,37.6668,-119.501
1940,Los Angeles,2022-02-24,10:11,Medium,Cloudy,Wet,1,44.7334,-111.8651
1941,Houston,2023-07-26,10:16,Medium,Clear,Dry,4,41.4267,-100.3844
1942,Jacksonville,2023-03-23,18:34,Low,Fog,Under Construction,3,41.3474,-75.3463
1943,Indianapolis,2022-07-29,12:37,Low,Snow,Dry,4,35.0775,-107.1256
1944,Chicago,2023-08-12,09:02,High,Clear,Dry,3,46.7867,-113.5048
1945,Los Angeles,2022-07-29,12:21,Medium,Fog,Icy,2,29.5763,-115.0592
1946,New York,2021-11-10,16:14,Low,Clear,Wet,1,29.9571,-76.3536
1947,Los Angeles,2022-04-16,02:12,Medium,Clear,Wet,4,43.0162,-103.0096
1948,New York,2021-01-22,12:27,Medium,Rain,Icy,3,30.7298,-83.0836
1949,Los Angeles,2021-12-22,09:23,Low,Cloudy,Slippery,5,37.791,-108.5676
1950,Los Angeles,2023-09-26,07:01,Medium,Hail,Dry,2,37.4242,-98.1605
1951,Los Angeles,2021-02-03,06:45,Low,Fog,Dry,3,26.3453,-79.6551
1952,San Diego,2023-04-28,21:16,Medium,Fog,Under Construction,4,39.7704,-86.0688
1953,New York,2022-10-20,19:26,Medium,Rain,Slippery,3,26.1511,-103.2924
1954,Houston,2022-04-11,14:58,Medium,Rain,Dry,5,45.0608,-118.6674
1955,Austin,2021-11-15,10:02,Medium,Rain,Dry,5,31.4802,-108.7544
1956,Charlotte,2023-11-05,18:09,Medium,Rain,Dry,1,43.2719,-116.8141
1957,New York,2021-06-23,06:03,Medium,Rain,Dry,3,47.598,-93.2545
1958,Indianapolis,2021-04-13,17:57,Low,Snow,Slippery,4,31.701,-120.1252
1959,New York,2022-04-07,16:22,High,Rain,Wet,2,38.7581,-83.7686
1960,Los Angeles,2021-08-13,13:11,High,Cloudy,Wet,2,30.0672,-98.371
1961,Los Angeles,2021-12-01,01:54,Low,Clear,Dry,3,40.7573,-108.445
1962,Columbus,2023-02-23,20:12,Medium,Clear,Wet,2,29.6542,-106.9254
1963,Jacksonville,2022-09-11,12:57,Low,Snow,Dry,5,38.3425,-104.8091
1964,Los Angeles,2022-07-09,13:51,High,Rain,Dry,5,40.7402,-118.2887
1965,Houston,2022-10-04,08:43,Low,Fog,Dry,4,39.5972,-111.1214
1966,Los Angeles,2022-10-11,12:17,High,Rain,Icy,2,45.9771,-92.5036
1967,Houston,2021-02-05,12:56,Medium,Clear,Wet,1,40.0448,-92.2194
1968,New York,2021-11-19,07:18,Low,Snow,Slippery,4,30.0224,-114.115
1969,Dallas,2022-10-13,10:42,Medium,Clear,Dry,2,39.8523,-113.0373
1970,New York,2022-08-31,17:11,Low,Clear,Dry,5,25.6226,-87.2212
1971,Dallas,2022-11-27,06:13,Low,Rain,Slippery,1,31.2701,-94.2095
1972,New York,2022-04-05,17:10,Medium,Clear,Dry,2,42.9886,-102.6501
1973,Columbus,2022-08-30,14:58,Medium,Rain,Slippery,5,34.5946,-96.0258
1974,New York,2023-04-03,10:00,Medium,Rain,Dry,5,26.3452,-105.9162
1975,Jacksonville,2022-09-18,18:53,Low,Fog,Dry,5,46.058,-96.1129
1976,Chicago,2023-12-11,13:53,Low,Fog,Dry,4,31.4807,-76.7488
1977,San Antonio,2022-09-29,18:07,Medium,Clear,Wet,1,39.0418,-84.8273
1978,New York,2023-06-13,19:11,Low,Clear,Dry,3,28.7512,-108.8473
1979,Los Angeles,2022-03-21,19:07,Medium,Rain,Slippery,1,27.0711,-77.1396
1980,Houston,2023-07-04,07:48,Medium,Hail,Dry,5,27.2203,-113.6341
1981,New York,2022-02-12,06:35,Low,Clear,Dry,2,41.2433,-118.7558
1982,Los Angeles,2022-12-14,21:47,Low,Rain,Dry,1,25.0885,-89.146
1983,Los Angeles,2022-10-31,19:17,Medium,Clear,Wet,3,37.7225,-113.5844
1984,Los Angeles,2023-05-06,19:39,Medium,Fog,Dry,4,34.1565,-85.7297
1985,Houston,2021-12-02,19:48,Low,Clear,Icy,2,45.2863,-95.9167
1986,Indianapolis,2023-03-01,17:56,Low,Rain,Slippery,1,36.6301,-88.98
1987,New York,2023-04-05,07:29,Medium,Clear,Icy,1,47.3824,-112.1267
1988,Columbus,2023-11-02,19:12,Medium,Clear,Wet,5,41.8151,-110.3621
1989,Dallas,2022-01-18,13:38,Low,Rain,Wet,1,34.3394,-75.426
1990,New York,2023-10-07,12:41,Medium,Fog,Icy,2,25.1443,-75.2596
1991,Austin,2023-12-07,06:41,Low,Clear,Dry,5,35.2257,-100.6929
1992,New York,2023-08-02,21:44,High,Clear,Slippery,2,37.4434,-106.4568
1993,New York,2023-10-16,07:43,Medium,Fog,Wet,4,33.4787,-72.4263
1994,Los Angeles,2023-03-29,14:48,High,Rain,Dry,3,35.309,-105.9815
1995,Indianapolis,2023-11-05,16:57,Low,Clear,Dry,4,39.4503,-121.5303
1996,New York,2023-06-30,18:56,High,Clear,Dry,4,28.2825,-89.8982
1997,New York,2023-05-17,16:19,Medium,Rain,Dry,5,25.0885,-81.344
1998,Phoenix,2023-07-26,10:43,Medium,Rain,Slippery,3,34.3294,-118.0861
1999,Austin,2023-11-09,08:38,High,Clear,Dry,3,44.2946,-95.0126
2000,San Antonio,2022-12-05,08:46,High,Clear,Dry,5,37.2752,-108.2085
2001,Los Angeles,2022-10-10,00:38,Medium,Snow,Slippery,3,47.1916,-115.8501
2002,Indianapolis,2021-03-06,07:08,Low,Clear,Wet,1,25.4158,-93.6931
2003,Chicago,2022-07-09,14:16,Low,Clear,Wet,5,38.1821,-112.1224
2004,San Diego,2021-03-26,11:19,Medium,Clear,Wet,4,31.024,-77.5603
2005,Indianapolis,2021-08-06,15:26,Low,Clear,Under Construction,3,46.0496,-119.5433
2006,Dallas,2022-03-12,04:22,Medium,Clear,Wet,5,33.1855,-111.4281
2007,Philadelphia,2023-01-03,12:06,Medium,Clear,Dry,5,40.2942,-75.3455
2008,New York,2022-08-26,12:36,Medium,Cloudy,Slippery,1,37.2088,-113.5762
2009,San Jose,2021-03-13,02:40,Medium,Cloudy,Dry,2,31.2418,-106.6274
2010,Charlotte,2022-06-01,07:38,Low,Clear,Dry,4,37.8484,-73.6855
2011,Chicago,2023-02-06,07:02,Medium,Clear,Dry,3,39.0595,-99.3182
2012,Houston,2023-09-06,07:59,Low,Cloudy,Dry,5,25.182,-109.7326
2013,Los Angeles,2022-08-27,12:01,Low,Cloudy,Dry,3,40.7489,-105.0646
2014,Los Angeles,2022-04-02,16:20,High,Snow,Wet,3,25.1405,-78.8173
2015,Chicago,2021-10-08,10:46,Low,Fog,Slippery,5,26.2962,-83.4668
2016,Charlotte,2023-03-19,07:11,High,Clear,Wet,4,30.4471,-81.5024
2017,Phoenix,2021-10-21,16:29,Medium,Clear,Wet,2,39.2022,-93.1044
2018,Los Angeles,2022-10-20,15:10,Medium,Clear,Icy,2,41.3945,-105.7434
2019,Chicago,2023-04-12,06:32,Low,Clear,Dry,3,46.0734,-94.4872
2020,New York,2021-04-07,11:38,Medium,Clear,Dry,3,39.6885,-103.4557
2021,Phoenix,2021-10-17,10:55,Medium,Fog,Dry,4,27.7389,-91.8098
2022,Jacksonville,2023-07-30,08:18,Medium,Clear,Dry,5,37.2893,-110.4432
2023,New York,2021-09-13,14:26,Medium,Rain,Dry,5,46.1242,-71.019
2024,Phoenix,2023-05-25,21:32,Medium,Clear,Slippery,1,33.1104,-112.9474
2025,Austin,2023-09-01,08:18,Medium,Clear,Dry,2,27.8112,-86.0415
2026,Los Angeles,2023-04-17,11:42,Low,Clear,Icy,5,26.1501,-95.382
2027,Phoenix,2021-08-08,11:43,Low,Snow,Dry,4,35.1819,-102.2972
2028,San Antonio,2021-11-29,16:25,Low,Clear,Dry,4,28.1407,-90.5607
2029,Austin,2022-06-11,20:40,Low,Cloudy,Dry,5,38.2277,-80.9046
2030,San Antonio,2021-03-17,06:34,Low,Clear,Dry,2,44.1512,-86.4446
2031,New York,2022-11-29,07:45,Medium,Rain,Dry,3,28.9146,-106.6699
2032,San Jose,2022-07-22,18:32,Low,Fog,Slippery,5,41.6565,-91.6924
2033,Columbus,2023-06-17,07:58,High,Cloudy,Dry,5,33.0162,-94.9652
2034,San Antonio,2023-11-28,18:53,Low,Clear,Wet,4,41.8159,-90.3215
2035,Phoenix,2021-06-01,19:19,Low,Rain,Slippery,1,35.6288,-73.836
2036,Charlotte,2023-12-20,10:16,High,Fog,Icy,2,34.7854,-82.4514
2037,Indianapolis,2021-11-24,14:25,Low,Clear,Dry,1,29.8282,-95.8556
2038,San Jose,2023-06-09,20:07,Medium,Rain,Under Construction,5,26.8351,-72.8465
2039,Austin,2022-11-21,15:56,Medium,Rain,Slippery,5,39.4963,-113.32
2040,New York,2021-08-04,12:36,Low,Rain,Dry,4,38.4596,-110.5074
2041,San Diego,2023-02-05,06:53,Medium,Rain,Dry,4,47.1073,-121.3818
2042,Houston,2022-10-15,08:43,Medium,Clear,Wet,5,26.8359,-109.0718
2043,Indianapolis,2023-12-27,07:36,Low,Rain,Dry,1,30.597,-99.8172
2044,Austin,2021-05-01,17:20,Medium,Snow,Wet,1,31.5184,-118.8282
2045,Houston,2021-10-05,10:45,Medium,Cloudy,Slippery,5,36.4124,-102.286
2046,New York,2023-04-04,07:28,Medium,Rain,Wet,5,30.643,-103.632
2047,Chicago,2021-05-04,17:40,Low,Snow,Icy,4,27.078,-89.0908
2048,New York,2022-08-21,13:15,Low,Clear,Dry,5,36.2089,-112.3313
2049,New York,2022-12-12,19:07,Low,Clear,Wet,1,40.1806,-78.4074
2050,Houston,2022-05-07,13:11,High,Rain,Dry,4,34.4268,-104.158
2051,New York,2022-05-26,10:33,High,Clear,Icy,4,26.7605,-75.5483
2052,San Diego,2023-08-04,22:20,Low,Rain,Icy,3,34.4207,-108.1887
2053,Los Angeles,2023-02-04,22:02,Medium,Clear,Dry,2,25.1903,-114.5791
2054,Charlotte,2023-05-10,08:08,Medium,Clear,Wet,3,35.4256,-94.4988
2055,Los Angeles,2022-04-16,16:50,Low,Clear,Icy,4,36.3918,-108.4734
2056,Phoenix,2021-01-08,15:11,Medium,Clear,Wet,4,42.601,-76.6992
2057,Los Angeles,2022-12-20,06:45,High,Clear,Wet,4,28.123,-96.4701
2058,New York,2023-07-18,09:12,High,Snow,Under Construction,1,43.1432,-82.6069
2059,Austin,2022-07-09,18:49,Low,Cloudy,Wet,5,45.7264,-95.6226
2060,San Diego,2022-02-25,15:28,Low,Rain,Wet,2,34.3082,-82.429
2061,New York,2023-07-10,01:16,Medium,Rain,Wet,1,46.6678,-103.8465
